snr_target_grid,mean_network_rho_memory,std_network_rho_memory,mean_network_rho_null,std_network_rho_null,mean_delta_network_rho,mean_Ec_over_Ei,std_Ec_over_Ei,n_trials
3.0,3.0003058036408863,0.0164981799784245,0.0250530306464978,0.0109690802550158,2.9752527729943883,2.5920667946221063,0.0083268758896454,200
5.0,5.000276069459904,0.0165002447457587,0.025051046244646,0.0109603285623316,4.975225023215258,2.592493842879593,0.0049960813320218,200
8.0,8.000259346978902,0.0165013641813489,0.025048459046563,0.010947449978651,7.975210887932338,2.592718117383006,0.0031225416285287,200
10.0,10.000253773286774,0.0165017306030139,0.0250469937902224,0.0109390309661337,9.975206779496553,2.592790325550475,0.0024980316666984,200
12.0,12.000250057620525,0.0165019730159033,0.025045736131104,0.0109307458659179,11.975204321489418,2.5928377560506526,0.0020816923369293,200
15.0,15.000246342056462,0.016502213933989,0.025044238838659,0.0109185702330512,14.975202103217804,2.59288461994972,0.0016653534167094,200
